abbr,name,plate,label_index,ap_bregma_mm,ml_mm,ml_abs_mm,dv_mm,position_from,box_cx_frac,box_cy_frac,box_w_frac,box_h_frac,leader_tip_x_frac,leader_tip_y_frac
10N,dorsal motor nucleus of vagus,55,0,-11.1,-0.26,0.26,-5.95,label box,0.4593,0.6168,0.0138,0.0119,,
10N,dorsal motor nucleus of vagus,55,1,-11.1,0.39,0.39,-5.93,label box,0.4931,0.6154,0.0142,0.0119,,
12N,hypoglossal nucleus,55,0,-11.1,-0.11,0.11,-6.3,label box,0.4669,0.6452,0.0138,0.0119,,
12N,hypoglossal nucleus,55,1,-11.1,0.31,0.31,-6.29,label box,0.4887,0.6449,0.0138,0.0114,,
12n,hypoglossal nerve,55,0,-11.1,-0.46,0.46,-7.33,label box,0.4488,0.7287,0.0131,0.0119,,
5Sol,trigeminal-solitary transition zone,55,0,-11.1,-1.29,1.29,-5.94,label box,0.4061,0.6159,0.0156,0.0125,,
5Sol,trigeminal-solitary transition zone,55,1,-11.1,1.44,1.44,-5.92,label box,0.5474,0.6145,0.0156,0.0119,,
7Cb,7th cerebellar lobule,55,0,-11.1,-0.05,0.05,-1.71,label box,0.4701,0.2742,0.0145,0.0125,,
8Cb,8th cerebellar lobule,55,0,-11.1,-0.04,0.04,-2.58,label box,0.4707,0.3446,0.0142,0.0119,,
9aCb,"9th cerebellar lobule, a",55,0,-11.1,-0.05,0.05,-3.51,label box,0.4699,0.4202,0.0258,0.0125,,
9bCb,"9th cerebellar lobule, b",55,0,-11.1,-0.05,0.05,-3.51,label box,0.4699,0.4202,0.0258,0.0125,,
9cCb,"9th cerebellar lobule, c",55,0,-11.1,0,0,-4.65,label box,0.4726,0.5117,0.0189,0.0125,,
AP,area postrema,55,0,-11.1,0.11,0.11,-5.49,label box,0.4782,0.5795,0.0102,0.0114,,
AmbL,"ambiguus nucleus, loose part",55,0,-11.1,-1.29,1.29,-7.12,label box,0.4059,0.7114,0.0211,0.0114,,
AmbL,"ambiguus nucleus, loose part",55,1,-11.1,1.45,1.45,-7.02,label box,0.5481,0.7031,0.0214,0.0119,,
Cop,copula of the pyramis,55,0,-11.1,-1.82,1.82,-4.09,label box,0.3783,0.4668,0.0138,0.0142,,
Cop,copula of the pyramis,55,1,-11.1,1.73,1.73,-4.04,label box,0.5625,0.4625,0.0138,0.0148,,
Crus2,crus 2 of the ansiform lobule,55,0,-11.1,-2.34,2.34,-2.16,label box,0.3516,0.3111,0.0214,0.0119,,
Crus2,crus 2 of the ansiform lobule,55,1,-11.1,2.6,2.6,-2.2,label box,0.6074,0.3139,0.0214,0.0119,,
Cu,cuneate nucleus,55,0,-11.1,1.37,1.37,-5.6,label box,0.5438,0.5884,0.0091,0.0119,,
Cu,cuneate nucleus,55,1,-11.1,-1.29,1.29,-5.63,label box,0.4061,0.5912,0.0091,0.0119,,
CuR,"cuneate nucleus, rotundus part",55,0,-11.1,1,1,-5.45,label box,0.5243,0.5764,0.0145,0.0119,,
CuR,"cuneate nucleus, rotundus part",55,1,-11.1,-0.81,0.81,-5.44,label box,0.4307,0.5756,0.0149,0.0119,,
ECu,external cuneate nucleus,55,0,-11.1,-1.27,1.27,-5.34,label box,0.4068,0.5679,0.0134,0.0119,,
ECu,external cuneate nucleus,55,1,-11.1,1.43,1.43,-5.29,label box,0.5467,0.5634,0.0138,0.0125,,
Gr,gracile nucleus,55,0,-11.1,0.69,0.69,-5.45,label box,0.5084,0.577,0.008,0.0119,,
IOD,"inferior olive, dorsal nucleus",55,0,-11.1,-0.94,0.94,-8.28,leader tip,0.431,0.7804,0.0124,0.0119,0.4239,0.8049
IOD,"inferior olive, dorsal nucleus",55,1,-11.1,0.9,0.9,-7.91,label box,0.5196,0.7753,0.0124,0.0119,,
IODM,"inferior olive, dorsomedial cell group",55,0,-11.1,-0.19,0.19,-7.64,label box,0.4629,0.7537,0.0196,0.0119,,
IODM,"inferior olive, dorsomedial cell group",55,1,-11.1,0.28,0.28,-7.63,label box,0.4871,0.7529,0.0196,0.0119,,
IOM,"inferior olive, medial nucleus",55,0,-11.1,0.25,0.25,-8.04,label box,0.4857,0.7856,0.0138,0.0125,,
IOM,"inferior olive, medial nucleus",55,1,-11.1,-0.17,0.17,-8.05,label box,0.4639,0.787,0.0138,0.0119,,
IRt,intermediate reticular nucleus,55,0,-11.1,-0.96,0.96,-6.67,label box,0.423,0.6756,0.0094,0.0114,,
IRt,intermediate reticular nucleus,55,1,-11.1,1.14,1.14,-6.67,label box,0.532,0.6753,0.0094,0.0119,,
IRt,intermediate reticular nucleus,55,2,-11.1,-1.42,1.42,-7.58,label box,0.3993,0.7491,0.0094,0.0119,,
IRt,intermediate reticular nucleus,55,3,-11.1,1.61,1.61,-7.46,label box,0.5559,0.7387,0.0098,0.0119,,
LRt,lateral reticular nucleus,55,0,-11.1,1.13,1.13,-7.6,label box,0.5314,0.7506,0.012,0.0114,,
LRt,lateral reticular nucleus,55,1,-11.1,-1.11,1.11,-7.7,label box,0.4153,0.7585,0.0124,0.0114,,
LRtS5,"lateral reticular nucleus, subtrigeminal part",55,0,-11.1,-1.74,1.74,-7.28,label box,0.3824,0.7247,0.0214,0.0119,,
LRtS5,"lateral reticular nucleus, subtrigeminal part",55,1,-11.1,1.97,1.97,-7.26,label box,0.575,0.723,0.0214,0.0119,,
MdD,"medullary reticular nucleus, dorsal part",55,0,-11.1,1.39,1.39,-6.42,label box,0.5449,0.6551,0.0164,0.0114,,
MdD,"medullary reticular nucleus, dorsal part",55,1,-11.1,-1.14,1.14,-6.41,label box,0.4134,0.654,0.0167,0.0119,,
MdV,"medullary reticular nucleus, ventral part",55,0,-11.1,-0.62,0.62,-7.07,label box,0.4404,0.7077,0.016,0.0119,,
MdV,"medullary reticular nucleus, ventral part",55,1,-11.1,0.81,0.81,-7.04,label box,0.5145,0.7051,0.016,0.0114,,
Mx,matrix region of the medulla,55,0,-11.1,-1.04,1.04,-5.75,label box,0.419,0.6006,0.0102,0.0114,,
Mx,matrix region of the medulla,55,1,-11.1,1.17,1.17,-5.76,label box,0.5333,0.6018,0.0102,0.0119,,
PM,paramedian lobule,55,0,-11.1,-1.77,1.77,-2.9,label box,0.3812,0.3702,0.0109,0.0119,,
PM,paramedian lobule,55,1,-11.1,1.74,1.74,-2.88,label box,0.5629,0.3688,0.0109,0.0114,,
PSol,parasolitary nucleus,55,0,-11.1,0.82,0.82,-5.63,label box,0.5153,0.591,0.0156,0.0119,,
PSol,parasolitary nucleus,55,1,-11.1,-0.65,0.65,-5.62,label box,0.439,0.5904,0.0156,0.0119,,
Pa5,paratrigeminal nucleus,55,0,-11.1,1.95,1.95,-5.62,label box,0.5738,0.5906,0.0131,0.0119,,
Pa5,paratrigeminal nucleus,55,1,-11.1,-1.82,1.82,-5.7,label box,0.3786,0.5972,0.0131,0.0119,,
ROb,raphe obscurus nucleus,55,0,-11.1,0.07,0.07,-7.17,label box,0.4761,0.7154,0.0142,0.0119,,
RPa,raphe pallidus nucleus,55,0,-11.1,0.04,0.04,-7.99,leader tip,0.4747,0.8068,0.0142,0.017,0.4748,0.7822
Ro,nucleus of Roller,55,0,-11.1,-0.16,0.16,-6.6,label box,0.4644,0.6696,0.0094,0.0119,,
Ro,nucleus of Roller,55,1,-11.1,0.37,0.37,-6.63,label box,0.4918,0.6716,0.0091,0.0114,,
SolC,"nucleus of the solitary tract, commissural part",55,0,-11.1,0.07,0.07,-5.76,label box,0.4764,0.6018,0.0156,0.0119,,
Sp5C,"spinal trigeminal nucleus, caudal part",55,0,-11.1,1.66,1.66,-6.15,label box,0.559,0.6332,0.0193,0.0142,,
Sp5C,"spinal trigeminal nucleus, caudal part",55,1,-11.1,-1.49,1.49,-6.22,label box,0.3953,0.6392,0.0189,0.0148,,
Sp5I,"spinal trigeminal nucleus, interpolar part",55,0,-11.1,2.29,2.29,-6.51,label box,0.5912,0.6625,0.016,0.0148,,
Sp5I,"spinal trigeminal nucleus, interpolar part",55,1,-11.1,-2.04,2.04,-6.6,label box,0.3672,0.6699,0.0156,0.0148,,
apmf,ansoparamedian fissure,55,0,-11.1,-1.38,1.38,-2.01,label box,0.4012,0.2989,0.0182,0.0182,,
apmf,ansoparamedian fissure,55,1,-11.1,1.56,1.56,-2,label box,0.5534,0.2978,0.0185,0.0142,,
cbw,cerebellar white matter,55,0,-11.1,-0.59,0.59,-2.83,label box,0.4424,0.3653,0.0149,0.0114,,
cbw,cerebellar white matter,55,1,-11.1,-0.86,0.86,-3.97,label box,0.4282,0.4574,0.0149,0.0114,,
cu,cuneate fasciculus,55,0,-11.1,-1.05,1.05,-5.47,label box,0.4182,0.5782,0.008,0.0091,,
dsc,dorsal spinocerebellar tract,55,0,-11.1,2.59,2.59,-7.11,label box,0.6068,0.7108,0.0124,0.0114,,
dsc,dorsal spinocerebellar tract,55,1,-11.1,-2.45,2.45,-7.18,label box,0.3459,0.7162,0.0124,0.0119,,
gr,gracile fasciculus,55,0,-11.1,-0.5,0.5,-5.46,label box,0.4468,0.5778,0.0069,0.0114,,
mlf,medial longitudinal fasciculus,55,0,-11.1,-0.07,0.07,-6.88,label box,0.4691,0.692,0.0109,0.0114,,
mlf,medial longitudinal fasciculus,55,1,-11.1,0.24,0.24,-6.86,label box,0.485,0.6907,0.0109,0.0114,,
plf,posterolateral fissure,55,0,-11.1,1.05,1.05,-4.62,label box,0.5269,0.5094,0.0084,0.017,,
pms,paramedian sulcus,55,0,-11.1,-1.1,1.1,-1.61,label box,0.4157,0.2662,0.0153,0.0119,,
pms,paramedian sulcus,55,1,-11.1,1.03,1.03,-1.75,label box,0.5263,0.2776,0.0149,0.0119,,
py,pyramidal tract,55,0,-11.1,-0.44,0.44,-8.36,label box,0.4499,0.8114,0.008,0.0114,,
py,pyramidal tract,55,1,-11.1,0.54,0.54,-8.31,label box,0.5007,0.808,0.008,0.0114,,
rs,rubrospinal tract,55,0,-11.1,2.32,2.32,-7.21,label box,0.593,0.7191,0.0062,0.0091,,
rs,rubrospinal tract,55,1,-11.1,-2.19,2.19,-7.33,label box,0.3592,0.7282,0.0062,0.0091,,
sf,secondary fissure,55,0,-11.1,0.82,0.82,-3.43,label box,0.5154,0.4131,0.0062,0.0114,,
sol,solitary tract,55,0,-11.1,0.02,0.02,-5.76,label box,0.4737,0.6018,0.0109,0.0119,,
sp5,spinal trigeminal tract,55,0,-11.1,2.76,2.76,-6.27,label box,0.6155,0.6432,0.0127,0.0142,,
sp5,spinal trigeminal tract,55,1,-11.1,-2.52,2.52,-6.29,label box,0.3419,0.6447,0.0131,0.0148,,
ts,tectospinal tract,55,0,-11.1,-0.11,0.11,-7.36,label box,0.4671,0.731,0.0062,0.0108,,
ts,tectospinal tract,55,1,-11.1,0.23,0.23,-7.37,label box,0.4846,0.7315,0.0062,0.0108,,
vsc,ventral spinocerebellar tract,55,0,-11.1,1.88,1.88,-7.61,label box,0.5699,0.7514,0.012,0.0085,,
vsc,ventral spinocerebellar tract,55,1,-11.1,-1.85,1.85,-7.63,label box,0.3768,0.7526,0.0123,0.0091,,
10N,dorsal motor nucleus of vagus,56,0,-11.45,0.33,0.33,-6.07,label box,0.4899,0.6268,0.0142,0.0119,,
10N,dorsal motor nucleus of vagus,56,1,-11.45,-0.26,0.26,-6.07,label box,0.4594,0.6268,0.0142,0.0119,,
12N,hypoglossal nucleus,56,0,-11.45,0.6,0.6,-7.31,label box,0.5038,0.727,0.0127,0.0119,,
12N,hypoglossal nucleus,56,1,-11.45,-0.17,0.17,-6.38,label box,0.4637,0.6521,0.0142,0.0114,,
12N,hypoglossal nucleus,56,2,-11.45,0.25,0.25,-6.38,label box,0.4859,0.6521,0.0142,0.0114,,
12n,hypoglossal nerve,56,0,-11.45,-0.5,0.5,-7.31,label box,0.4468,0.727,0.0131,0.0114,,
7Cb,7th cerebellar lobule,56,0,-11.45,0.02,0.02,-1.71,label box,0.4737,0.2741,0.0142,0.0119,,
8Cb,8th cerebellar lobule,56,0,-11.45,0.01,0.01,-2.4,label box,0.4735,0.3298,0.0145,0.0119,,
9aCb,"9th cerebellar lobule, a",56,0,-11.45,0.01,0.01,-3.52,label box,0.4732,0.4205,0.0258,0.0131,,
9bCb,"9th cerebellar lobule, b",56,0,-11.45,0.01,0.01,-3.52,label box,0.4732,0.4205,0.0258,0.0131,,
9cCb,"9th cerebellar lobule, c",56,0,-11.45,-0.01,0.01,-4.65,label box,0.472,0.5122,0.0189,0.0119,,
AP,area postrema,56,0,-11.45,0.01,0.01,-5.48,label box,0.4733,0.579,0.0102,0.0119,,
CC,central canal,56,0,-11.45,0.01,0.01,-6.2,label box,0.473,0.6376,0.0102,0.0119,,
CeCv,central cervical nucleus of the spinal cord,56,0,-11.45,0.6,0.6,-6.28,label box,0.5038,0.644,0.0185,0.0119,,
CeCv,central cervical nucleus of the spinal cord,56,1,-11.45,-0.53,0.53,-5.81,leader tip,0.4427,0.645,0.0185,0.0119,0.4454,0.6055
Cop,copula of the pyramis,56,0,-11.45,-1.38,1.38,-3.44,label box,0.4013,0.4139,0.0142,0.0142,,
Cop,copula of the pyramis,56,1,-11.45,1.42,1.42,-3.44,label box,0.5463,0.4139,0.0142,0.0142,,
CuR,"cuneate nucleus, rotundus part",56,0,-11.45,-0.88,0.88,-5.64,label box,0.4273,0.5923,0.0145,0.0119,,
CuR,"cuneate nucleus, rotundus part",56,1,-11.45,0.91,0.91,-5.64,label box,0.52,0.5923,0.0145,0.0119,,
ECu,external cuneate nucleus,56,0,-11.45,-1.23,1.23,-5.4,label box,0.409,0.5727,0.0134,0.0114,,
ECu,external cuneate nucleus,56,1,-11.45,1.24,1.24,-5.39,label box,0.5369,0.5719,0.0134,0.0119,,
Gr,gracile nucleus,56,0,-11.45,-0.38,0.38,-5.49,label box,0.4532,0.5802,0.0084,0.0119,,
Gr,gracile nucleus,56,1,-11.45,0.45,0.45,-5.5,label box,0.4962,0.5807,0.008,0.0119,,
IOB,"inferior olive, subnucleus B of medial nucleus",56,0,-11.45,0.47,0.47,-7.93,label box,0.4969,0.777,0.012,0.0119,,
IOBe,"inferior olive, beta subnucleus",56,0,-11.45,0.35,0.35,-7.57,label box,0.4907,0.748,0.0164,0.0119,,
IOC,"inferior olive, subnucleus C of medial nucleus",56,0,-11.45,0.21,0.21,-7.8,label box,0.4838,0.7662,0.012,0.0119,,
IOD,"inferior olive, dorsal nucleus",56,0,-11.45,0.68,0.68,-7.76,label box,0.5078,0.7631,0.0123,0.0119,,
IOK,"inferior olive, cap of Kooy of the medial nucleus",56,0,-11.45,0.2,0.2,-7.39,label box,0.4833,0.733,0.0127,0.0119,,
IOPr,"inferior olive, principal nucleus",56,0,-11.45,1.06,1.06,-7.98,label box,0.5274,0.7813,0.0152,0.0119,,
IRt,intermediate reticular nucleus,56,0,-11.45,-0.91,0.91,-6.7,label box,0.4255,0.6776,0.0094,0.0119,,
IRt,intermediate reticular nucleus,56,1,-11.45,1.09,1.09,-6.71,label box,0.5291,0.6781,0.0094,0.0119,,
LRt,lateral reticular nucleus,56,0,-11.45,-1.1,1.1,-7.69,label box,0.4155,0.7574,0.012,0.0114,,
LRt,lateral reticular nucleus,56,1,-11.45,1.71,1.71,-7.99,leader tip,0.5391,0.7574,0.012,0.0114,0.5614,0.782
LRtPC,"lateral reticular nucleus, parvicellular part",56,0,-11.45,-1.72,1.72,-7.99,label box,0.3837,0.7815,0.0218,0.0119,,
LRtS5,"lateral reticular nucleus, subtrigeminal part",56,0,-11.45,1.99,1.99,-7.43,label box,0.5757,0.7367,0.0218,0.0125,,
MdD,"medullary reticular nucleus, dorsal part",56,0,-11.45,-1.19,1.19,-6.46,label box,0.4112,0.658,0.0164,0.0114,,
MdD,"medullary reticular nucleus, dorsal part",56,1,-11.45,1.35,1.35,-6.44,label box,0.5427,0.6563,0.0167,0.0119,,
MdV,"medullary reticular nucleus, ventral part",56,0,-11.45,-0.57,0.57,-7.03,label box,0.4433,0.7043,0.016,0.0119,,
MdV,"medullary reticular nucleus, ventral part",56,1,-11.45,0.8,0.8,-7.03,label box,0.5142,0.7046,0.0163,0.0119,,
Mx,matrix region of the medulla,56,0,-11.45,-1.06,1.06,-6.04,label box,0.4176,0.6242,0.0105,0.0114,,
Mx,matrix region of the medulla,56,1,-11.45,0.99,0.99,-6.04,label box,0.524,0.6242,0.0105,0.0114,,
PM,paramedian lobule,56,0,-11.45,-1.71,1.71,-2.55,label box,0.3841,0.3426,0.0109,0.0114,,
Pa5,paratrigeminal nucleus,56,0,-11.45,1.87,1.87,-5.76,label box,0.5696,0.6017,0.0127,0.0114,,
Pa5,paratrigeminal nucleus,56,1,-11.45,-1.89,1.89,-5.88,label box,0.3749,0.6111,0.0131,0.0114,,
RAmb,retroambiguus nucleus,56,0,-11.45,1.37,1.37,-7.04,label box,0.5438,0.7052,0.0218,0.0119,,
RAmb,retroambiguus nucleus,56,1,-11.45,-1.28,1.28,-7.16,label box,0.4065,0.7148,0.0218,0.0119,,
RPa,raphe pallidus nucleus,56,0,-11.45,0.03,0.03,-7.88,leader tip,0.4747,0.8011,0.0142,0.0114,0.4741,0.7731
Ro,nucleus of Roller,56,0,-11.45,-0.24,0.24,-6.7,label box,0.4604,0.6773,0.0087,0.0114,,
Ro,nucleus of Roller,56,1,-11.45,0.35,0.35,-6.68,label box,0.4911,0.6761,0.0091,0.0114,,
Sp5C,"spinal trigeminal nucleus, caudal part",56,0,-11.45,-1.53,1.53,-6.07,label box,0.3936,0.6271,0.0192,0.0148,,
Sp5C,"spinal trigeminal nucleus, caudal part",56,1,-11.45,1.57,1.57,-6.08,label box,0.5541,0.6276,0.0192,0.0148,,
Sp5I,"spinal trigeminal nucleus, interpolar part",56,0,-11.45,2.19,2.19,-6.6,label box,0.5863,0.6699,0.0156,0.0148,,
Sp5I,"spinal trigeminal nucleus, interpolar part",56,1,-11.45,-2.04,2.04,-6.59,label box,0.367,0.6685,0.016,0.0148,,
cbw,cerebellar white matter,56,0,-11.45,-0.51,0.51,-4.43,label box,0.4464,0.4946,0.0149,0.0119,,
cbw,cerebellar white matter,56,1,-11.45,-0.52,0.52,-2.52,label box,0.4459,0.3399,0.0149,0.0119,,
cbw,cerebellar white matter,56,2,-11.45,-0.51,0.51,-3.71,label box,0.4463,0.4364,0.0149,0.0119,,
cu,cuneate fasciculus,56,0,-11.45,0.95,0.95,-5.35,label box,0.5218,0.5687,0.008,0.0091,,
cu,cuneate fasciculus,56,1,-11.45,-1.19,1.19,-5.69,label box,0.4112,0.5957,0.0091,0.0119,,
cu,cuneate fasciculus,56,2,-11.45,-0.93,0.93,-5.35,label box,0.4247,0.5682,0.008,0.0097,,
dsc,dorsal spinocerebellar tract,56,0,-11.45,-2.29,2.29,-7.33,label box,0.3539,0.7284,0.0116,0.0114,,
gr,gracile fasciculus,56,0,-11.45,0.24,0.24,-5.63,label box,0.485,0.5915,0.0073,0.0119,,
gr,gracile fasciculus,56,1,-11.45,-0.14,0.14,-5.66,label box,0.4657,0.5932,0.0073,0.0119,,
mlx,medial lemniscal decussation,56,0,-11.45,0.04,0.04,-6.85,label box,0.475,0.6898,0.0127,0.0119,,
ppf,prepyramidal fissure,56,0,-11.45,-0.26,0.26,-1.97,label box,0.4594,0.2958,0.0113,0.0159,,
py,pyramidal tract,56,0,-11.45,0.53,0.53,-8.16,label box,0.5,0.7955,0.008,0.0114,,
py,pyramidal tract,56,1,-11.45,-0.54,0.54,-8.17,label box,0.4448,0.7961,0.0084,0.0119,,
rs,rubrospinal tract,56,0,-11.45,-2.07,2.07,-7.29,label box,0.3657,0.7256,0.0062,0.0097,,
rs,rubrospinal tract,56,1,-11.45,2.16,2.16,-7.29,label box,0.5846,0.7256,0.0062,0.0097,,
sf,secondary fissure,56,0,-11.45,0.61,0.61,-2.89,label box,0.5044,0.3699,0.0051,0.0114,,
sp5,spinal trigeminal tract,56,0,-11.45,2.57,2.57,-6.38,label box,0.6061,0.652,0.0131,0.0142,,
sp5,spinal trigeminal tract,56,1,-11.45,-2.49,2.49,-6.42,label box,0.3436,0.6551,0.0127,0.0136,,
ts,tectospinal tract,56,0,-11.45,-0.28,0.28,-7.23,label box,0.4583,0.7208,0.0062,0.0114,,
uf,uvular fissure,56,0,-11.45,-0.04,0.04,-3.88,label box,0.4704,0.45,0.0055,0.0159,,
vsc,ventral spinocerebellar tract,56,0,-11.45,-1.75,1.75,-7.73,label box,0.3821,0.7608,0.012,0.0091,,
vsc,ventral spinocerebellar tract,56,1,-11.45,1.9,1.9,-7.79,label box,0.5712,0.7653,0.0124,0.0091,,
10N,dorsal motor nucleus of vagus,57,0,-11.8,-0.19,0.19,-6.25,label box,0.463,0.6415,0.0142,0.0119,,
10N,dorsal motor nucleus of vagus,57,1,-11.8,0.31,0.31,-6.26,label box,0.4888,0.6421,0.0142,0.0119,,
12GH,"hypoglossal nucleus, geniohyoid part",57,0,-11.8,0.6,0.6,-6.53,label box,0.504,0.6637,0.02,0.0119,,
12N,hypoglossal nucleus,57,0,-11.8,0.25,0.25,-6.52,label box,0.4855,0.6628,0.0142,0.0114,,
12N,hypoglossal nucleus,57,1,-11.8,-0.13,0.13,-6.53,label box,0.4659,0.6637,0.0142,0.0119,,
12n,hypoglossal nerve,57,0,-11.8,-0.47,0.47,-7.08,label box,0.4486,0.7082,0.0127,0.0119,,
12n,hypoglossal nerve,57,1,-11.8,0.58,0.58,-7.09,label box,0.5028,0.7092,0.0131,0.0119,,
8Cb,8th cerebellar lobule,57,0,-11.8,-0.01,0.01,-2.58,label box,0.4722,0.3446,0.0142,0.0119,,
9aCb,"9th cerebellar lobule, a",57,0,-11.8,0.04,0.04,-3.57,label box,0.4746,0.4251,0.0258,0.0131,,
9bCb,"9th cerebellar lobule, b",57,0,-11.8,0.04,0.04,-3.57,label box,0.4746,0.4251,0.0258,0.0131,,
9cCb,"9th cerebellar lobule, c",57,0,-11.8,0,0,-4.49,label box,0.4727,0.4991,0.0189,0.0119,,
Cop,copula of the pyramis,57,0,-11.8,-1.4,1.4,-3.52,label box,0.4004,0.4205,0.0138,0.0148,,
Cop,copula of the pyramis,57,1,-11.8,1.44,1.44,-3.52,label box,0.5472,0.4205,0.0138,0.0148,,
Cu,cuneate nucleus,57,0,-11.8,-0.7,0.7,-5.69,label box,0.4366,0.5957,0.0091,0.0119,,
Cu,cuneate nucleus,57,1,-11.8,0.82,0.82,-5.67,label box,0.5151,0.594,0.0091,0.0119,,
Ge5,gelatinous layer of the caudal spinal trigeminal nucleus,57,0,-11.8,2.12,2.12,-6.17,label box,0.5828,0.6344,0.0142,0.0125,,
Ge5,gelatinous layer of the caudal spinal trigeminal nucleus,57,1,-11.8,-2.02,2.02,-6.2,label box,0.3682,0.6376,0.0142,0.0119,,
Gr,gracile nucleus,57,0,-11.8,0.32,0.32,-5.54,label box,0.4891,0.5836,0.0084,0.0119,,
Gr,gracile nucleus,57,1,-11.8,-0.28,0.28,-5.55,label box,0.4583,0.5844,0.0084,0.0125,,
IB,interstitial nucleus of the medulla,57,0,-11.8,-0.59,0.59,-6.26,leader tip,0.4522,0.5997,0.0062,0.0119,0.4422,0.6419
IB,interstitial nucleus of the medulla,57,1,-11.8,0.45,0.45,-5.64,label box,0.496,0.5923,0.0087,0.0222,,
IOA,"inferior olive, subnucleus A of medial nucleus",57,0,-11.8,-0.8,0.8,-7.95,label box,0.4312,0.779,0.0123,0.0119,,
IOB,"inferior olive, subnucleus B of medial nucleus",57,0,-11.8,0.56,0.56,-7.79,label box,0.5018,0.7654,0.012,0.0119,,
IOB,"inferior olive, subnucleus B of medial nucleus",57,1,-11.8,-0.55,0.55,-7.81,label box,0.4441,0.7674,0.012,0.0125,,
IOBe,"inferior olive, beta subnucleus",57,0,-11.8,-0.16,0.16,-7.61,label box,0.4643,0.7515,0.0167,0.0125,,
IOBe,"inferior olive, beta subnucleus",57,1,-11.8,0.27,0.27,-7.61,label box,0.4866,0.7515,0.0163,0.0125,,
IOC,"inferior olive, subnucleus C of medial nucleus",57,0,-11.8,0.25,0.25,-7.78,label box,0.4857,0.7651,0.0123,0.0125,,
IOC,"inferior olive, subnucleus C of medial nucleus",57,1,-11.8,-0.18,0.18,-7.8,label box,0.4632,0.7663,0.0123,0.0125,,
IOK,"inferior olive, cap of Kooy of the medial nucleus",57,0,-11.8,0.22,0.22,-7.43,label box,0.484,0.7366,0.0124,0.0119,,
IRt,intermediate reticular nucleus,57,0,-11.8,-0.78,0.78,-6.57,label box,0.4321,0.6674,0.0098,0.0114,,
IRt,intermediate reticular nucleus,57,1,-11.8,1.11,1.11,-6.59,label box,0.5305,0.6685,0.0098,0.0114,,
LRt,lateral reticular nucleus,57,0,-11.8,1.65,1.65,-7.41,label box,0.5583,0.7347,0.012,0.0114,,
LRt,lateral reticular nucleus,57,1,-11.8,-1.46,1.46,-7.52,label box,0.3973,0.744,0.012,0.0119,,
LRtPC,"lateral reticular nucleus, parvicellular part",57,0,-11.8,1.73,1.73,-8,label box,0.5623,0.7827,0.0222,0.0119,,
LRtPC,"lateral reticular nucleus, parvicellular part",57,1,-11.8,-1.74,1.74,-8.06,label box,0.3824,0.7873,0.0221,0.0125,,
MdD,"medullary reticular nucleus, dorsal part",57,0,-11.8,-0.94,0.94,-6.3,label box,0.4242,0.6455,0.0164,0.0114,,
MdD,"medullary reticular nucleus, dorsal part",57,1,-11.8,1.28,1.28,-6.32,label box,0.5389,0.6466,0.016,0.0114,,
MdV,"medullary reticular nucleus, ventral part",57,0,-11.8,0.96,0.96,-7.2,label box,0.5225,0.7179,0.016,0.0119,,
Mx,matrix region of the medulla,57,0,-11.8,-0.88,0.88,-6,label box,0.4273,0.621,0.0102,0.0114,,
Mx,matrix region of the medulla,57,1,-11.8,1.03,1.03,-6.01,label box,0.5262,0.6216,0.0102,0.0114,,
Obex,obex,57,0,-11.8,0.04,0.04,-5.59,leader tip,0.474,0.5702,0.0178,0.0119,0.4749,0.5878
Pa5,paratrigeminal nucleus,57,0,-11.8,-1.67,1.67,-5.66,label box,0.3864,0.5938,0.0127,0.0114,,
Pa5,paratrigeminal nucleus,57,1,-11.8,1.81,1.81,-5.58,label box,0.5665,0.5869,0.0131,0.0114,,
RAmb,retroambiguus nucleus,57,0,-11.8,1.38,1.38,-7.05,label box,0.5441,0.7057,0.0214,0.0114,,
RAmb,retroambiguus nucleus,57,1,-11.8,-1.28,1.28,-7.08,label box,0.4062,0.7086,0.0218,0.0119,,
ROb,raphe obscurus nucleus,57,0,-11.8,0.06,0.06,-7.05,label box,0.4757,0.7063,0.0142,0.0119,,
RPa,raphe pallidus nucleus,57,0,-11.8,0.03,0.03,-8.14,label box,0.4744,0.794,0.0142,0.0119,,
Sp5C,"spinal trigeminal nucleus, caudal part",57,0,-11.8,-1.63,1.63,-6.04,label box,0.3883,0.6244,0.0193,0.0148,,
Sp5C,"spinal trigeminal nucleus, caudal part",57,1,-11.8,1.79,1.79,-6,label box,0.5654,0.6214,0.0192,0.0148,,
cbw,cerebellar white matter,57,0,-11.8,-0.42,0.42,-3.74,label box,0.4512,0.4381,0.0152,0.0119,,
cu,cuneate fasciculus,57,0,-11.8,-0.94,0.94,-5.46,label box,0.4241,0.5773,0.008,0.0091,,
cu,cuneate fasciculus,57,1,-11.8,1.03,1.03,-5.41,label box,0.5262,0.5731,0.0084,0.0091,,
dsc,dorsal spinocerebellar tract,57,0,-11.8,-2.3,2.3,-7.11,label box,0.3536,0.7105,0.0124,0.0119,,
dsc,dorsal spinocerebellar tract,57,1,-11.8,2.32,2.32,-7.07,label box,0.593,0.7077,0.0124,0.0119,,
gr,gracile fasciculus,57,0,-11.8,-0.14,0.14,-5.66,label box,0.4657,0.5932,0.0073,0.0119,,
